key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken
陽6局壬申,戊,坎,乾,天心,開門,戌亥,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局癸酉,戊,坤,乾,天心,開門,戌亥,丁,丙,辛,癸乙,己,戊,壬,庚,壬,庚,丁,丙,辛,癸乙,己,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽6局甲戌,己,兌,兌,天柱,驚門,申酉,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局乙亥,己,坤,兌,天柱,驚門,申酉,庚,丁,丙,辛,癸乙,己,戊,壬,壬,庚,丁,丙,辛,癸乙,己,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽6局丙子,己,巽,兌,天柱,驚門,申酉,丙,辛,癸乙,己,戊,壬,庚,丁,壬,庚,丁,丙,辛,癸乙,己,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽6局丁丑,己,震,兌,天柱,驚門,申酉,辛,癸乙,己,戊,壬,庚,丁,丙,壬,庚,丁,丙,辛,癸乙,己,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽6局戊寅,己,壬,兌,天柱,驚門,申酉,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽6局己卯,己,兌,兌,天柱,驚門,申酉,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局庚辰,己,艮,兌,天柱,驚門,申酉,癸乙,己,戊,壬,庚,丁,丙,辛,壬,庚,丁,丙,辛,癸乙,己,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽6局辛巳,己,離,兌,天柱,驚門,申酉,丁,丙,辛,癸乙,己,戊,壬,庚,壬,庚,丁,丙,辛,癸乙,己,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽6局壬午,己,坎,兌,天柱,驚門,申酉,己,戊,壬,庚,丁,丙,辛,癸乙,壬,庚,丁,丙,辛,癸乙,己,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽6局癸未,己,坤,兌,天柱,驚門,申酉,庚,丁,丙,辛,癸乙,己,戊,壬,壬,庚,丁,丙,辛,癸乙,己,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局甲申,庚,艮,艮,天任,生門,午未,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局乙酉,庚,坤,艮,天任,生門,午未,辛,癸乙,己,戊,壬,庚,丁,丙,壬,庚,丁,丙,辛,癸乙,己,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽6局丙戌,庚,巽,艮,天任,生門,午未,己,戊,壬,庚,丁,丙,辛,癸乙,壬,庚,丁,丙,辛,癸乙,己,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽6局丁亥,庚,震,艮,天任,生門,午未,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局戊子,庚,壬,艮,天任,生門,午未,丁,丙,辛,癸乙,己,戊,壬,庚,壬,庚,丁,丙,辛,癸乙,己,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽6局己丑,庚,兌,艮,天任,生門,午未,丙,辛,癸乙,己,戊,壬,庚,丁,壬,庚,丁,丙,辛,癸乙,己,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽6局庚寅,庚,艮,艮,天任,生門,午未,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局辛卯,庚,離,艮,天任,生門,午未,癸乙,己,戊,壬,庚,丁,丙,辛,壬,庚,丁,丙,辛,癸乙,己,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽6局壬辰,庚,坎,艮,天任,生門,午未,庚,丁,丙,辛,癸乙,己,戊,壬,壬,庚,丁,丙,辛,癸乙,己,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽6局癸巳,庚,坤,艮,天任,生門,午未,辛,癸乙,己,戊,壬,庚,丁,丙,壬,庚,丁,丙,辛,癸乙,己,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局甲午,辛,離,離,天英,景門,辰巳,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局乙未,辛,坤,離,天英,景門,辰巳,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局丙申,辛,巽,離,天英,景門,辰巳,庚,丁,丙,辛,癸乙,己,戊,壬,壬,庚,丁,丙,辛,癸乙,己,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽6局丁酉,辛,震,離,天英,景門,辰巳,丁,丙,辛,癸乙,己,戊,壬,庚,壬,庚,丁,丙,辛,癸乙,己,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽6局戊戌,辛,壬,離,天英,景門,辰巳,癸乙,己,戊,壬,庚,丁,丙,辛,壬,庚,丁,丙,辛,癸乙,己,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽6局己亥,辛,兌,離,天英,景門,辰巳,己,戊,壬,庚,丁,丙,辛,癸乙,壬,庚,丁,丙,辛,癸乙,己,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽6局庚子,辛,艮,離,天英,景門,辰巳,丙,辛,癸乙,己,戊,壬,庚,丁,壬,庚,丁,丙,辛,癸乙,己,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽6局辛丑,辛,離,離,天英,景門,辰巳,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽6局壬寅,辛,坎,離,天英,景門,辰巳,辛,癸乙,己,戊,壬,庚,丁,丙,壬,庚,丁,丙,辛,癸乙,己,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽6局癸卯,辛,坤,離,天英,景門,辰巳,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局甲辰,壬,坎,坎,天蓬,休門,寅卯,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局乙巳,壬,坤,坎,天蓬,休門,寅卯,丙,辛,癸乙,己,戊,壬,庚,丁,壬,庚,丁,丙,辛,癸乙,己,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽6局丙午,壬,巽,坎,天蓬,休門,寅卯,癸乙,己,戊,壬,庚,丁,丙,辛,壬,庚,丁,丙,辛,癸乙,己,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽6局丁未,壬,震,坎,天蓬,休門,寅卯,己,戊,壬,庚,丁,丙,辛,癸乙,壬,庚,丁,丙,辛,癸乙,己,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽6局戊申,壬,壬,坎,天蓬,休門,寅卯,庚,丁,丙,辛,癸乙,己,戊,壬,壬,庚,丁,丙,辛,癸乙,己,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽6局己酉,壬,兌,坎,天蓬,休門,寅卯,丁,丙,辛,癸乙,己,戊,壬,庚,壬,庚,丁,丙,辛,癸乙,己,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽6局庚戌,壬,艮,坎,天蓬,休門,寅卯,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽6局辛亥,壬,離,坎,天蓬,休門,寅卯,辛,癸乙,己,戊,壬,庚,丁,丙,壬,庚,丁,丙,辛,癸乙,己,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽6局壬子,壬,坎,坎,天蓬,休門,寅卯,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局癸丑,壬,坤,坎,天蓬,休門,寅卯,丙,辛,癸乙,己,戊,壬,庚,丁,壬,庚,丁,丙,辛,癸乙,己,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局甲寅,癸,坤,坤,天芮,死門,子丑,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局乙卯,癸,坤,坤,天芮,死門,子丑,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽6局丙辰,癸,巽,坤,天芮,死門,子丑,丁,丙,辛,癸乙,己,戊,壬,庚,壬,庚,丁,丙,辛,癸乙,己,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽6局丁巳,癸,震,坤,天芮,死門,子丑,丙,辛,癸乙,己,戊,壬,庚,丁,壬,庚,丁,丙,辛,癸乙,己,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽6局戊午,癸,壬,坤,天芮,死門,子丑,己,戊,壬,庚,丁,丙,辛,癸乙,壬,庚,丁,丙,辛,癸乙,己,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽6局己未,癸,兌,坤,天芮,死門,子丑,戊,壬,庚,丁,丙,辛,癸乙,己,壬,庚,丁,丙,辛,癸乙,己,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽6局庚申,癸,艮,坤,天芮,死門,子丑,辛,癸乙,己,戊,壬,庚,丁,丙,壬,庚,丁,丙,辛,癸乙,己,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽6局辛酉,癸,離,坤,天芮,死門,子丑,庚,丁,丙,辛,癸乙,己,戊,壬,壬,庚,丁,丙,辛,癸乙,己,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽6局壬戌,癸,坎,坤,天芮,死門,子丑,癸乙,己,戊,壬,庚,丁,丙,辛,壬,庚,丁,丙,辛,癸乙,己,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽6局癸亥,癸,坤,坤,天芮,死門,子丑,壬,庚,丁,丙,辛,癸乙,己,戊,壬,庚,丁,丙,辛,癸乙,己,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽7局甲子,戊,兌,兌,天柱,驚門,戌亥,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽7局乙丑,戊,壬,兌,天柱,驚門,戌亥,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽7局丙寅,戊,坤,兌,天柱,驚門,戌亥,己,癸,丁,庚,壬丙,戊,乙,辛,辛,己,癸,丁,庚,壬丙,戊,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽7局丁卯,戊,巽,兌,天柱,驚門,戌亥,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽7局戊辰,戊,兌,兌,天柱,驚門,戌亥,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽7局己巳,戊,艮,兌,天柱,驚門,戌亥,壬丙,戊,乙,辛,己,癸,丁,庚,辛,己,癸,丁,庚,壬丙,戊,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽7局庚午,戊,離,兌,天柱,驚門,戌亥,癸,丁,庚,壬丙,戊,乙,辛,己,辛,己,癸,丁,庚,壬丙,戊,乙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽7局辛未,戊,坎,兌,天柱,驚門,戌亥,戊,乙,辛,己,癸,丁,庚,壬丙,辛,己,癸,丁,庚,壬丙,戊,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽7局壬申,戊,坤,兌,天柱,驚門,戌亥,己,癸,丁,庚,壬丙,戊,乙,辛,辛,己,癸,丁,庚,壬丙,戊,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽7局癸酉,戊,震,兌,天柱,驚門,戌亥,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽7局甲戌,己,艮,艮,天任,生門,申酉,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽7局乙亥,己,壬,艮,天任,生門,申酉,癸,丁,庚,壬丙,戊,乙,辛,己,辛,己,癸,丁,庚,壬丙,戊,乙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽7局丙子,己,坤,艮,天任,生門,申酉,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽7局丁丑,己,巽,艮,天任,生門,申酉,戊,乙,辛,己,癸,丁,庚,壬丙,辛,己,癸,丁,庚,壬丙,戊,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽7局戊寅,己,兌,艮,天任,生門,申酉,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽7局己卯,己,艮,艮,天任,生門,申酉,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽7局庚辰,己,離,艮,天任,生門,申酉,壬丙,戊,乙,辛,己,癸,丁,庚,辛,己,癸,丁,庚,壬丙,戊,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽7局辛巳,己,坎,艮,天任,生門,申酉,己,癸,丁,庚,壬丙,戊,乙,辛,辛,己,癸,丁,庚,壬丙,戊,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽7局壬午,己,坤,艮,天任,生門,申酉,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陽7局癸未,己,震,艮,天任,生門,申酉,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽7局甲申,庚,離,離,天英,景門,午未,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,休門,生門,傷門,杜門,景門,死門,驚門,開門
陽7局乙酉,庚,壬,離,天英,景門,午未,壬丙,戊,乙,辛,己,癸,丁,庚,辛,己,癸,丁,庚,壬丙,戊,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,景門,死門,驚門,開門,休門,生門,傷門,杜門
陽7局丙戌,庚,坤,離,天英,景門,午未,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽7局丁亥,庚,巽,離,天英,景門,午未,己,癸,丁,庚,壬丙,戊,乙,辛,辛,己,癸,丁,庚,壬丙,戊,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,傷門,杜門,景門,死門,驚門,開門,休門,生門
陽7局戊子,庚,兌,離,天英,景門,午未,戊,乙,辛,己,癸,丁,庚,壬丙,辛,己,癸,丁,庚,壬丙,戊,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門
陽7局己丑,庚,艮,離,天英,景門,午未,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陽7局庚寅,庚,離,離,天英,景門,午未,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,死門,驚門,開門,休門,生門,傷門,杜門,景門
陽7局辛卯,庚,坎,離,天英,景門,午未,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門
陽7局壬辰,庚,坤,離,天英,景門,午未,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
