key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken
陰5局壬子,壬,坎,坎,天蓬,休門,寅卯,壬,丁,庚,己,癸,辛戊,丙,乙,壬,丁,庚,己,癸,辛戊,丙,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰5局癸丑,壬,離,坎,天蓬,休門,寅卯,癸,辛戊,丙,乙,壬,丁,庚,己,壬,丁,庚,己,癸,辛戊,丙,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰5局甲寅,癸,離,離,天英,景門,子丑,壬,丁,庚,己,癸,辛戊,丙,乙,壬,丁,庚,己,癸,辛戊,丙,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰5局乙卯,癸,壬,離,天英,景門,子丑,辛戊,丙,乙,壬,丁,庚,己,癸,壬,丁,庚,己,癸,辛戊,丙,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰5局丙辰,癸,兌,離,天英,景門,子丑,丙,乙,壬,丁,庚,己,癸,辛戊,壬,丁,庚,己,癸,辛戊,丙,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰5局丁巳,癸,艮,離,天英,景門,子丑,己,癸,辛戊,丙,乙,壬,丁,庚,壬,丁,庚,己,癸,辛戊,丙,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰5局戊午,癸,坤,離,天英,景門,子丑,乙,壬,丁,庚,己,癸,辛戊,丙,壬,丁,庚,己,癸,辛戊,丙,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰5局己未,癸,巽,離,天英,景門,子丑,丁,庚,己,癸,辛戊,丙,乙,壬,壬,丁,庚,己,癸,辛戊,丙,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰5局庚申,癸,震,離,天英,景門,子丑,庚,己,癸,辛戊,丙,乙,壬,丁,壬,丁,庚,己,癸,辛戊,丙,乙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰5局辛酉,癸,坤,離,天英,景門,子丑,乙,壬,丁,庚,己,癸,辛戊,丙,壬,丁,庚,己,癸,辛戊,丙,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰5局壬戌,癸,坎,離,天英,景門,子丑,癸,辛戊,丙,乙,壬,丁,庚,己,壬,丁,庚,己,癸,辛戊,丙,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰5局癸亥,癸,離,離,天英,景門,子丑,壬,丁,庚,己,癸,辛戊,丙,乙,壬,丁,庚,己,癸,辛戊,丙,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局甲子,戊,壬,乾,天心,開門,戌亥,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局乙丑,戊,兌,乾,天心,開門,戌亥,丙,辛,庚,丁,壬己,乙,戊,癸,癸,丙,辛,庚,丁,壬己,乙,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局丙寅,戊,艮,乾,天心,開門,戌亥,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰6局丁卯,戊,離,乾,天心,開門,戌亥,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局戊辰,戊,壬,乾,天心,開門,戌亥,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局己巳,戊,坤,乾,天心,開門,戌亥,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰6局庚午,戊,巽,乾,天心,開門,戌亥,丁,壬己,乙,戊,癸,丙,辛,庚,癸,丙,辛,庚,丁,壬己,乙,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局辛未,戊,震,乾,天心,開門,戌亥,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局壬申,戊,坤,乾,天心,開門,戌亥,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰6局癸酉,戊,坎,乾,天心,開門,戌亥,戊,癸,丙,辛,庚,丁,壬己,乙,癸,丙,辛,庚,丁,壬己,乙,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局甲戌,己,坤,坤,天芮,死門,申酉,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局乙亥,己,兌,坤,天芮,死門,申酉,戊,癸,丙,辛,庚,丁,壬己,乙,癸,丙,辛,庚,丁,壬己,乙,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局丙子,己,艮,坤,天芮,死門,申酉,丁,壬己,乙,戊,癸,丙,辛,庚,癸,丙,辛,庚,丁,壬己,乙,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局丁丑,己,離,坤,天芮,死門,申酉,丙,辛,庚,丁,壬己,乙,戊,癸,癸,丙,辛,庚,丁,壬己,乙,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局戊寅,己,乾,坤,天芮,死門,申酉,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局己卯,己,坤,坤,天芮,死門,申酉,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰6局庚辰,己,巽,坤,天芮,死門,申酉,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰6局辛巳,己,震,坤,天芮,死門,申酉,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰6局壬午,己,坤,坤,天芮,死門,申酉,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局癸未,己,坎,坤,天芮,死門,申酉,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局甲申,庚,巽,巽,天輔,杜門,午未,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局乙酉,庚,兌,巽,天輔,杜門,午未,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰6局丙戌,庚,艮,巽,天輔,杜門,午未,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局丁亥,庚,離,巽,天輔,杜門,午未,戊,癸,丙,辛,庚,丁,壬己,乙,癸,丙,辛,庚,丁,壬己,乙,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局戊子,庚,壬,巽,天輔,杜門,午未,丁,壬己,乙,戊,癸,丙,辛,庚,癸,丙,辛,庚,丁,壬己,乙,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰6局己丑,庚,坤,巽,天輔,杜門,午未,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局庚寅,庚,巽,巽,天輔,杜門,午未,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局辛卯,庚,震,巽,天輔,杜門,午未,丙,辛,庚,丁,壬己,乙,戊,癸,癸,丙,辛,庚,丁,壬己,乙,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰6局壬辰,庚,坤,巽,天輔,杜門,午未,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局癸巳,庚,坎,巽,天輔,杜門,午未,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局甲午,辛,震,震,天冲,傷門,辰巳,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局乙未,辛,兌,震,天冲,傷門,辰巳,丁,壬己,乙,戊,癸,丙,辛,庚,癸,丙,辛,庚,丁,壬己,乙,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局丙申,辛,艮,震,天冲,傷門,辰巳,丙,辛,庚,丁,壬己,乙,戊,癸,癸,丙,辛,庚,丁,壬己,乙,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局丁酉,辛,離,震,天冲,傷門,辰巳,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局戊戌,辛,壬,震,天冲,傷門,辰巳,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰6局己亥,辛,坤,震,天冲,傷門,辰巳,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰6局庚子,辛,巽,震,天冲,傷門,辰巳,戊,癸,丙,辛,庚,丁,壬己,乙,癸,丙,辛,庚,丁,壬己,乙,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局辛丑,辛,震,震,天冲,傷門,辰巳,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局壬寅,辛,坤,震,天冲,傷門,辰巳,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰6局癸卯,辛,坎,震,天冲,傷門,辰巳,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局甲辰,壬,坤,坤,天芮,死門,寅卯,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局乙巳,壬,兌,坤,天芮,死門,寅卯,戊,癸,丙,辛,庚,丁,壬己,乙,癸,丙,辛,庚,丁,壬己,乙,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局丙午,壬,艮,坤,天芮,死門,寅卯,丁,壬己,乙,戊,癸,丙,辛,庚,癸,丙,辛,庚,丁,壬己,乙,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰6局丁未,壬,離,坤,天芮,死門,寅卯,丙,辛,庚,丁,壬己,乙,戊,癸,癸,丙,辛,庚,丁,壬己,乙,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰6局戊申,壬,壬,坤,天芮,死門,寅卯,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰6局己酉,壬,坤,坤,天芮,死門,寅卯,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局庚戌,壬,巽,坤,天芮,死門,寅卯,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局辛亥,壬,震,坤,天芮,死門,寅卯,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局壬子,壬,坤,坤,天芮,死門,寅卯,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局癸丑,壬,坎,坤,天芮,死門,寅卯,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局甲寅,癸,坎,坎,天蓬,休門,子丑,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰6局乙卯,癸,兌,坎,天蓬,休門,子丑,辛,庚,丁,壬己,乙,戊,癸,丙,癸,丙,辛,庚,丁,壬己,乙,戊,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰6局丙辰,癸,艮,坎,天蓬,休門,子丑,戊,癸,丙,辛,庚,丁,壬己,乙,癸,丙,辛,庚,丁,壬己,乙,戊,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰6局丁巳,癸,離,坎,天蓬,休門,子丑,丁,壬己,乙,戊,癸,丙,辛,庚,癸,丙,辛,庚,丁,壬己,乙,戊,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰6局戊午,癸,壬,坎,天蓬,休門,子丑,丙,辛,庚,丁,壬己,乙,戊,癸,癸,丙,辛,庚,丁,壬己,乙,戊,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰6局己未,癸,坤,坎,天蓬,休門,子丑,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局庚申,癸,巽,坎,天蓬,休門,子丑,壬己,乙,戊,癸,丙,辛,庚,丁,癸,丙,辛,庚,丁,壬己,乙,戊,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰6局辛酉,癸,震,坎,天蓬,休門,子丑,乙,戊,癸,丙,辛,庚,丁,壬己,癸,丙,辛,庚,丁,壬己,乙,戊,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰6局壬戌,癸,坤,坎,天蓬,休門,子丑,庚,丁,壬己,乙,戊,癸,丙,辛,癸,丙,辛,庚,丁,壬己,乙,戊,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰6局癸亥,癸,坎,坎,天蓬,休門,子丑,癸,丙,辛,庚,丁,壬己,乙,戊,癸,丙,辛,庚,丁,壬己,乙,戊,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰7局甲子,戊,兌,兌,天柱,驚門,戌亥,丁,乙,壬,辛,丙,癸庚,戊,己,丁,乙,壬,辛,丙,癸庚,戊,己,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰7局乙丑,戊,艮,兌,天柱,驚門,戌亥,癸庚,戊,己,丁,乙,壬,辛,丙,丁,乙,壬,辛,丙,癸庚,戊,己,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰7局丙寅,戊,離,兌,天柱,驚門,戌亥,壬,辛,丙,癸庚,戊,己,丁,乙,丁,乙,壬,辛,丙,癸庚,戊,己,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰7局丁卯,戊,坎,兌,天柱,驚門,戌亥,戊,己,丁,乙,壬,辛,丙,癸庚,丁,乙,壬,辛,丙,癸庚,戊,己,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰7局戊辰,戊,兌,兌,天柱,驚門,戌亥,丁,乙,壬,辛,丙,癸庚,戊,己,丁,乙,壬,辛,丙,癸庚,戊,己,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰7局己巳,戊,壬,兌,天柱,驚門,戌亥,己,丁,乙,壬,辛,丙,癸庚,戊,丁,乙,壬,辛,丙,癸庚,戊,己,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰7局庚午,戊,坤,兌,天柱,驚門,戌亥,乙,壬,辛,丙,癸庚,戊,己,丁,丁,乙,壬,辛,丙,癸庚,戊,己,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰7局辛未,戊,巽,兌,天柱,驚門,戌亥,辛,丙,癸庚,戊,己,丁,乙,壬,丁,乙,壬,辛,丙,癸庚,戊,己,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰7局壬申,戊,震,兌,天柱,驚門,戌亥,丙,癸庚,戊,己,丁,乙,壬,辛,丁,乙,壬,辛,丙,癸庚,戊,己,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,死門,驚門,開門,休門,生門,傷門,杜門,景門
