key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken,jukkan_kokuou_kan,kakkyoku_kan,jukkan_kokuou_gon,kakkyoku_gon,jukkan_kokuou_shin,kakkyoku_shin,jukkan_kokuou_son,kakkyoku_son,jukkan_kokuou_ri,kakkyoku_ri,jukkan_kokuou_kun,kakkyoku_kun,jukkan_kokuou_da,kakkyoku_da,jukkan_kokuou_ken,kakkyoku_ken,ban_level
陰4局庚寅,庚,坤,坤,天芮,死門,午未,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×天網四張,,×地戸蓬鬼,,×伏吟,,×蛇入地羅,,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×伏宮格;×飛宮格;×時格;×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟
陰4局辛卯,庚,坎,坤,天芮,死門,午未,庚乙,丁,丙,辛,癸,己,戊,壬,辛,癸,己,戊,壬,庚乙,丁,丙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,傷門,杜門,景門,死門,驚門,開門,休門,生門,×白虎干格;×青龍逃走,×時格;×青龍逃走,×朱雀投江,◯丁奇得使;×朱雀投江;×丁奇入墓,△太孛入刑,,×囚獄被傷,,×復見騰蛇,,×刑格返名;△地戸蓬星,×六儀撃刑格,〇青龍耀明,,×水蛇入火,,門迫
陰4局壬辰,庚,離,坤,天芮,死門,午未,癸,己,戊,壬,庚乙,丁,丙,辛,辛,癸,己,戊,壬,庚乙,丁,丙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,杜門,景門,死門,驚門,開門,休門,生門,傷門,×網蓋天牢,,×地刑玄武,,×貴人入獄,×六儀撃刑格,〇小蛇化龍,×六儀撃刑格,×金華水流;×日奇入地,◯乙奇得使;×時格,△朱雀入没;〇人遁吉格,,〇星奇朱雀,◯天遁,×干合孛師,,門迫
陰4局癸巳,庚,艮,坤,天芮,死門,午未,壬,庚乙,丁,丙,辛,癸,己,戊,辛,癸,己,戊,壬,庚乙,丁,丙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×騰蛇相纏,,×反吟大格;△華蓋蓬星,×時格;×六儀撃刑格,×火入勾陳,,〇飛鳥跌穴,,×凶蛇入獄,×六儀撃刑格,×太白入網;△華蓋蓬星,,△朱雀入墓,,〇青龍返首,,反吟
陰4局甲午,辛,坎,坎,天蓬,休門,辰巳,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×天網四張,,×地戸蓬鬼,,×伏吟,,×蛇入地羅,,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟
陰4局乙未,辛,坤,坎,天蓬,休門,辰巳,戊,壬,庚乙,丁,丙,辛,癸,己,辛,癸,己,戊,壬,庚乙,丁,丙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門,×青龍折足,,×幼女奸淫,,×官符刑格;×日奇入霧,◯乙奇昇殿;×刑格,〇青龍転光,◯丁奇得使,×火入天羅,◯丙奇昇殿,×白虎出力;×白虎猖狂,×飛宮格;×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×火孛地戸,,反吟;門迫
陰4局丙申,辛,壬,坎,天蓬,休門,辰巳,癸,己,戊,壬,庚乙,丁,丙,辛,辛,癸,己,戊,壬,庚乙,丁,丙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,開門,休門,生門,傷門,杜門,景門,死門,驚門,×網蓋天牢,,×地刑玄武,,×貴人入獄,×六儀撃刑格,〇小蛇化龍,×六儀撃刑格,×金華水流;×日奇入地,◯乙奇得使,△朱雀入没;〇人遁吉格,,〇星奇朱雀,,×干合孛師,,
陰4局丁酉,辛,兌,坎,天蓬,休門,辰巳,己,戊,壬,庚乙,丁,丙,辛,癸,辛,癸,己,戊,壬,庚乙,丁,丙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,傷門,杜門,景門,死門,驚門,開門,休門,生門,×遊魂入墓,,△青龍華蓋,,×凶蛇入獄,,×太白伏宮;×利陰害陽,,〇五神互合,,×焚入太白;〇日月併用,◯丙奇得使,〇獄神得奇,,〇華蓋孛師,,門迫
陰4局戊戌,辛,巽,坎,天蓬,休門,辰巳,庚乙,丁,丙,辛,癸,己,戊,壬,辛,癸,己,戊,壬,庚乙,丁,丙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,生門,傷門,杜門,景門,死門,驚門,開門,休門,×白虎干格;×青龍逃走,◯雲遁;×伏宮格;×青龍逃走,×朱雀投江,◯丁奇得使;×朱雀投江;×丁奇入墓,△太孛入刑,,×囚獄被傷,,×復見騰蛇,,×刑格返名;△地戸蓬星,×六儀撃刑格,〇青龍耀明,,×水蛇入火,,門迫
陰4局己亥,辛,震,坎,天蓬,休門,辰巳,丁,丙,辛,癸,己,戊,壬,庚乙,辛,癸,己,戊,壬,庚乙,丁,丙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,杜門,景門,死門,驚門,開門,休門,生門,傷門,×朱雀入獄,,×華蓋孛師,,×入獄自刑,,〇天乙会合,×六儀撃刑格,×地網高張,,×値符飛宮;△青龍合霊,,△干合蛇刑,,×太白入熒;〇奇儀順遂,◯乙奇得使,門迫
陰4局庚子,辛,坤,坎,天蓬,休門,辰巳,戊,壬,庚乙,丁,丙,辛,癸,己,辛,癸,己,戊,壬,庚乙,丁,丙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門,×青龍折足,,×幼女奸淫,,×官符刑格;×日奇入霧,◯地遁;◯乙奇昇殿;×刑格,〇青龍転光,◯人遁;◯丁奇得使;◯玉女守門,×火入天羅,◯丙奇昇殿,×白虎出力;×白虎猖狂,×飛宮格;×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×火孛地戸,,門迫
陰4局辛丑,辛,坎,坎,天蓬,休門,辰巳,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,驚門,開門,休門,生門,傷門,杜門,景門,死門,×伏吟天庭,,×天網四張,,×地戸蓬鬼,,×伏吟,,×蛇入地羅,,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟;門迫
陰4局壬寅,辛,離,坎,天蓬,休門,辰巳,壬,庚乙,丁,丙,辛,癸,己,戊,辛,癸,己,戊,壬,庚乙,丁,丙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,杜門,景門,死門,驚門,開門,休門,生門,傷門,×騰蛇相纏,,×反吟大格;△華蓋蓬星,×六儀撃刑格,×火入勾陳,,〇飛鳥跌穴,,×凶蛇入獄,×六儀撃刑格,×太白入網;△華蓋蓬星,,△朱雀入墓,,〇青龍返首,,反吟;門迫
陰4局癸卯,辛,艮,坎,天蓬,休門,辰巳,丙,辛,癸,己,戊,壬,庚乙,丁,辛,癸,己,戊,壬,庚乙,丁,丙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,△謀事成就,◯丙奇得使,×天牢華蓋,,×華蓋地戸,,△犬遇青龍,,×龍入天牢,,×太白擒蛇;△格名小蛇,,△丁丁之格;〇奇儀相佐,,△星髄月転,,
陰4局甲辰,壬,離,離,天英,景門,寅卯,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×天網四張,,×地戸蓬鬼,,×伏吟,,×蛇入地羅,,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟
陰4局乙巳,壬,坤,離,天英,景門,寅卯,丙,辛,癸,己,戊,壬,庚乙,丁,辛,癸,己,戊,壬,庚乙,丁,丙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門,△謀事成就,◯丙奇得使,×天牢華蓋,,×華蓋地戸,,△犬遇青龍,,×龍入天牢,,×太白擒蛇;△格名小蛇,×飛宮格;×地網,△丁丁之格;〇奇儀相佐,,△星髄月転,,門迫
陰4局丙午,壬,壬,離,天英,景門,寅卯,庚乙,丁,丙,辛,癸,己,戊,壬,辛,癸,己,戊,壬,庚乙,丁,丙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,驚門,開門,休門,生門,傷門,杜門,景門,死門,×白虎干格;×青龍逃走,×青龍逃走,×朱雀投江,◯丁奇得使;×朱雀投江;×丁奇入墓,△太孛入刑,,×囚獄被傷,,×復見騰蛇,,×刑格返名;△地戸蓬星,×六儀撃刑格,〇青龍耀明,,×水蛇入火,×地網,門迫
陰4局丁未,壬,兌,離,天英,景門,寅卯,丁,丙,辛,癸,己,戊,壬,庚乙,辛,癸,己,戊,壬,庚乙,丁,丙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門,×朱雀入獄,,×華蓋孛師,,×入獄自刑,,〇天乙会合,×六儀撃刑格,×地網高張,,×値符飛宮;△青龍合霊,,△干合蛇刑,×地網,×太白入熒;〇奇儀順遂,◯乙奇得使,門迫
陰4局戊申,壬,巽,離,天英,景門,寅卯,癸,己,戊,壬,庚乙,丁,丙,辛,辛,癸,己,戊,壬,庚乙,丁,丙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,開門,休門,生門,傷門,杜門,景門,死門,驚門,×網蓋天牢,,×地刑玄武,,×貴人入獄,×六儀撃刑格,〇小蛇化龍,×地網;×六儀撃刑格,×金華水流;×日奇入地,◯乙奇得使;×伏宮格,△朱雀入没;〇人遁吉格,◯玉女守門,〇星奇朱雀,,×干合孛師,,
陰4局己酉,壬,震,離,天英,景門,寅卯,己,戊,壬,庚乙,丁,丙,辛,癸,辛,癸,己,戊,壬,庚乙,丁,丙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門,×遊魂入墓,,△青龍華蓋,,×凶蛇入獄,×地網,×太白伏宮;×利陰害陽,,〇五神互合,,×焚入太白;〇日月併用,◯丙奇得使,〇獄神得奇,,〇華蓋孛師,,門迫
陰4局庚戌,壬,坤,離,天英,景門,寅卯,丙,辛,癸,己,戊,壬,庚乙,丁,辛,癸,己,戊,壬,庚乙,丁,丙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門,△謀事成就,◯丙奇得使,×天牢華蓋,,×華蓋地戸,,△犬遇青龍,,×龍入天牢,,×太白擒蛇;△格名小蛇,×飛宮格;×地網,△丁丁之格;〇奇儀相佐,,△星髄月転,,門迫
陰4局辛亥,壬,坎,離,天英,景門,寅卯,壬,庚乙,丁,丙,辛,癸,己,戊,辛,癸,己,戊,壬,庚乙,丁,丙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門,×騰蛇相纏,×地網,×反吟大格;△華蓋蓬星,×六儀撃刑格,×火入勾陳,,〇飛鳥跌穴,,×凶蛇入獄,×六儀撃刑格,×太白入網;△華蓋蓬星,,△朱雀入墓,,〇青龍返首,,反吟
陰4局壬子,壬,離,離,天英,景門,寅卯,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,景門,死門,驚門,開門,休門,生門,傷門,杜門,×伏吟天庭,,×天網四張,,×地戸蓬鬼,,×伏吟,,×蛇入地羅,×地網,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟;反吟;門迫
陰4局癸丑,壬,艮,離,天英,景門,寅卯,戊,壬,庚乙,丁,丙,辛,癸,己,辛,癸,己,戊,壬,庚乙,丁,丙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×青龍折足,,×幼女奸淫,×地網,×官符刑格;×日奇入霧,◯乙奇昇殿;×刑格,〇青龍転光,◯丁奇得使,×火入天羅,◯丙奇昇殿,×白虎出力;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×火孛地戸,,
陰4局甲寅,癸,艮,艮,天任,生門,子丑,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×天網四張,,×地戸蓬鬼,,×伏吟,,×蛇入地羅,,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟
陰4局乙卯,癸,坤,艮,天任,生門,子丑,壬,庚乙,丁,丙,辛,癸,己,戊,辛,癸,己,戊,壬,庚乙,丁,丙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門,×騰蛇相纏,,×反吟大格;△華蓋蓬星,×伏宮格;×六儀撃刑格,×火入勾陳,,〇飛鳥跌穴,,×凶蛇入獄,×六儀撃刑格,×太白入網;△華蓋蓬星,×飛宮格;×天羅,△朱雀入墓,,〇青龍返首,,反吟;門迫
陰4局丙辰,癸,壬,艮,天任,生門,子丑,己,戊,壬,庚乙,丁,丙,辛,癸,辛,癸,己,戊,壬,庚乙,丁,丙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門,×遊魂入墓,,△青龍華蓋,,×凶蛇入獄,,×太白伏宮;×利陰害陽,,〇五神互合,,×焚入太白;〇日月併用,◯丙奇得使,〇獄神得奇,,〇華蓋孛師,×天羅,門迫
陰4局丁巳,癸,兌,艮,天任,生門,子丑,戊,壬,庚乙,丁,丙,辛,癸,己,辛,癸,己,戊,壬,庚乙,丁,丙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門,×青龍折足,,×幼女奸淫,,×官符刑格;×日奇入霧,◯乙奇昇殿;×刑格,〇青龍転光,◯丁奇得使,×火入天羅,◯丙奇昇殿,×白虎出力;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯;×天羅,×火孛地戸,,反吟;門迫
陰4局戊午,癸,巽,艮,天任,生門,子丑,丁,丙,辛,癸,己,戊,壬,庚乙,辛,癸,己,戊,壬,庚乙,丁,丙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門,×朱雀入獄,,×華蓋孛師,,×入獄自刑,,〇天乙会合,×天羅;×六儀撃刑格,×地網高張,,×値符飛宮;△青龍合霊,,△干合蛇刑,,×太白入熒;〇奇儀順遂,◯乙奇得使,門迫
陰4局己未,癸,震,艮,天任,生門,子丑,丙,辛,癸,己,戊,壬,庚乙,丁,辛,癸,己,戊,壬,庚乙,丁,丙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門,△謀事成就,◯丙奇得使,×天牢華蓋,,×華蓋地戸,×天羅,△犬遇青龍,,×龍入天牢,,×太白擒蛇;△格名小蛇,,△丁丁之格;〇奇儀相佐,,△星髄月転,,
陰4局庚申,癸,坤,艮,天任,生門,子丑,壬,庚乙,丁,丙,辛,癸,己,戊,辛,癸,己,戊,壬,庚乙,丁,丙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門,×騰蛇相纏,,×反吟大格;△華蓋蓬星,×伏宮格;×六儀撃刑格,×火入勾陳,,〇飛鳥跌穴,,×凶蛇入獄,×六儀撃刑格,×太白入網;△華蓋蓬星,×飛宮格;×天羅,△朱雀入墓,,〇青龍返首,,反吟;門迫
陰4局辛酉,癸,坎,艮,天任,生門,子丑,癸,己,戊,壬,庚乙,丁,丙,辛,辛,癸,己,戊,壬,庚乙,丁,丙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門,×網蓋天牢,×天羅,×地刑玄武,,×貴人入獄,×六儀撃刑格,〇小蛇化龍,×六儀撃刑格,×金華水流;×日奇入地,◯乙奇得使,△朱雀入没;〇人遁吉格,,〇星奇朱雀,,×干合孛師,,門迫
陰4局壬戌,癸,離,艮,天任,生門,子丑,庚乙,丁,丙,辛,癸,己,戊,壬,辛,癸,己,戊,壬,庚乙,丁,丙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門,×白虎干格;×青龍逃走,×青龍逃走,×朱雀投江,◯丁奇得使;×朱雀投江;×丁奇入墓,△太孛入刑,,×囚獄被傷,,×復見騰蛇,×天羅,×刑格返名;△地戸蓬星,×六儀撃刑格,〇青龍耀明,,×水蛇入火,,門迫
陰4局癸亥,癸,艮,艮,天任,生門,子丑,辛,癸,己,戊,壬,庚乙,丁,丙,辛,癸,己,戊,壬,庚乙,丁,丙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×天網四張,×天羅,×地戸蓬鬼,,×伏吟,,×蛇入地羅,,×太白同宮;△太白蓬星;×日奇被刑;△日奇伏吟,×乙奇入墓,〇奇入太陰,◯丁奇昇殿,×月奇孛師,×丙奇入墓,伏吟
陰5局甲子,戊,坤,坤,天芮,死門,戌亥,壬,丁,庚,己,癸,辛戊,丙,乙,壬,丁,庚,己,癸,辛戊,丙,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,×蛇入地羅,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×太白同宮,,×地戸蓬鬼,,×天網四張,,×伏吟天庭;×囚獄被傷;×青龍折足;×伏吟,,×月奇孛師,,△日奇伏吟,◯鬼遁;◯乙奇得使,伏吟
陰5局乙丑,戊,乾,坤,天芮,死門,戌亥,丙,乙,壬,丁,庚,己,癸,辛戊,壬,丁,庚,己,癸,辛戊,丙,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門,×火入天羅,◯丙奇得使,〇奇儀相佐,◯鬼遁,×太白擒蛇,,×火入勾陳,◯丁奇得使;◯玉女守門,×反吟大格,,×遊魂入墓;△犬遇青龍,×六儀撃刑格,〇華蓋孛師,,×白虎猖狂;△青龍合霊,×白虎猖狂,門迫
陰5局丙寅,戊,兌,坤,天芮,死門,戌亥,乙,壬,丁,庚,己,癸,辛戊,丙,壬,丁,庚,己,癸,辛戊,丙,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,杜門,景門,死門,驚門,開門,休門,生門,傷門,×日奇入地,◯鬼遁,△干合蛇刑,,△朱雀入没,◯玉女守門,×官符刑格,×刑格,×地刑玄武,,×網蓋天牢;〇天乙会合,,×干合孛師;〇青龍返首,,〇日月併用,×丙奇入墓,門迫
陰5局丁卯,戊,艮,坤,天芮,死門,戌亥,癸,辛戊,丙,乙,壬,丁,庚,己,壬,丁,庚,己,癸,辛戊,丙,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×復見騰蛇,,〇獄神得奇;〇青龍耀明,,×焚入太白,,×日奇入霧,◯鬼遁,×幼女奸淫,,×朱雀入獄;〇青龍転光,◯玉女守門,×太白入熒,,△地戸蓬星,,反吟
陰5局戊辰,戊,坤,坤,天芮,死門,戌亥,壬,丁,庚,己,癸,辛戊,丙,乙,壬,丁,庚,己,癸,辛戊,丙,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門,×蛇入地羅,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×太白同宮,,×地戸蓬鬼,,×天網四張,,×伏吟天庭;×囚獄被傷;×青龍折足;×伏吟,,×月奇孛師,,△日奇伏吟,◯乙奇得使,伏吟;門迫
陰5局己巳,戊,巽,坤,天芮,死門,戌亥,庚,己,癸,辛戊,丙,乙,壬,丁,壬,丁,庚,己,癸,辛戊,丙,乙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,生門,傷門,杜門,景門,死門,驚門,開門,休門,×金華水流,,△朱雀入墓,,×太白入網,,×入獄自刑;×貴人入獄,,×華蓋孛師,◯丙奇昇殿,×青龍逃走;×利陰害陽,×青龍逃走;×乙奇入墓,×水蛇入火,,〇人遁吉格,,門迫
陰5局庚午,戊,震,坤,天芮,死門,戌亥,己,癸,辛戊,丙,乙,壬,丁,庚,壬,丁,庚,己,癸,辛戊,丙,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門,×地網高張,,×螣蛇妖矯,×螣蛇妖矯,×白虎出力;×値符飛宮,×飛宮格;×六儀撃刑格,△太孛入刑,,△華蓋蓬星,◯乙奇得使,×騰蛇相纏;〇小蛇化龍,,△星髄月転,◯丁奇昇殿,△太白蓬星,,反吟;門迫
陰5局辛未,戊,坤,坤,天芮,死門,戌亥,壬,丁,庚,己,癸,辛戊,丙,乙,壬,丁,庚,己,癸,辛戊,丙,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門,×蛇入地羅,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×太白同宮,,×地戸蓬鬼,,×天網四張,,×伏吟天庭;×囚獄被傷;×青龍折足;×伏吟,,×月奇孛師,,△日奇伏吟,◯乙奇得使,伏吟
陰5局壬申,戊,坎,坤,天芮,死門,戌亥,辛戊,丙,乙,壬,丁,庚,己,癸,壬,丁,庚,己,癸,辛戊,丙,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,驚門,開門,休門,生門,傷門,杜門,景門,死門,×凶蛇入獄;×龍入天牢,,〇星奇朱雀,,×日奇被刑,◯乙奇昇殿,×凶蛇入獄,×六儀撃刑格,×朱雀投江,×朱雀投江,×白虎干格;×太白伏宮,×伏宮格,×火孛地戸,,△華蓋蓬星,,門迫
陰5局癸酉,戊,離,坤,天芮,死門,戌亥,丁,庚,己,癸,辛戊,丙,乙,壬,壬,丁,庚,己,癸,辛戊,丙,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇五神互合,,△丁丁之格,×六儀撃刑格,×刑格返名,,×華蓋地戸,×六儀撃刑格,×天牢華蓋;△青龍華蓋,×六儀撃刑格,△謀事成就;〇飛鳥跌穴,◯丙奇得使,〇奇儀順遂,,△格名小蛇,,
